"experiment"	"subject"	"condition"	"conditionC"	"totalTrialNum"	"totalTrialNumC"	"blockNum"	"imageName"	"isRight"
"2392"	"1A"	"p1451"	"low"	"-0.5"	11	-0.5	2	"hb3.png"	0
"2393"	"1A"	"p1451"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"2394"	"1A"	"p1451"	"low"	"-0.5"	16	4.5	3	"ha1.png"	1
"2395"	"1A"	"p1451"	"low"	"-0.5"	21	9.5	3	"ha2.png"	1
"2396"	"1A"	"p1451"	"low"	"-0.5"	22	10.5	3	"ha3.png"	1
"2397"	"1A"	"p1451"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"2398"	"1A"	"p1451"	"low"	"-0.5"	18	6.5	3	"hb1.png"	1
"2399"	"1A"	"p1451"	"low"	"-0.5"	23	11.5	3	"hb2.png"	1
"2400"	"1A"	"p1451"	"low"	"-0.5"	17	5.5	3	"hb3.png"	1
"2401"	"1A"	"p1453"	"high"	"0.5"	7	-4.5	1	"ha1.png"	1
"2402"	"1A"	"p1453"	"high"	"0.5"	4	-7.5	1	"ha1.png"	1
"2403"	"1A"	"p1453"	"high"	"0.5"	5	-6.5	1	"ha2.png"	1
"2404"	"1A"	"p1453"	"high"	"0.5"	1	-10.5	1	"ha3.png"	0
"2405"	"1A"	"p1453"	"high"	"0.5"	2	-9.5	1	"hb1.png"	1
"2406"	"1A"	"p1453"	"high"	"0.5"	3	-8.5	1	"hb1.png"	1
"2407"	"1A"	"p1453"	"high"	"0.5"	6	-5.5	1	"hb2.png"	1
"2408"	"1A"	"p1453"	"high"	"0.5"	0	-11.5	1	"hb3.png"	1
"2409"	"1A"	"p1453"	"high"	"0.5"	8	-3.5	2	"ha1.png"	1
"2410"	"1A"	"p1453"	"high"	"0.5"	13	1.5	2	"ha1.png"	1
"2411"	"1A"	"p1453"	"high"	"0.5"	15	3.5	2	"ha2.png"	1
"2412"	"1A"	"p1453"	"high"	"0.5"	10	-1.5	2	"ha3.png"	1
"2413"	"1A"	"p1453"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"2414"	"1A"	"p1453"	"high"	"0.5"	12	0.5	2	"hb1.png"	0
"2415"	"1A"	"p1453"	"high"	"0.5"	11	-0.5	2	"hb2.png"	1
"2416"	"1A"	"p1453"	"high"	"0.5"	14	2.5	2	"hb3.png"	1
"2417"	"1A"	"p1453"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"2418"	"1A"	"p1453"	"high"	"0.5"	18	6.5	3	"ha1.png"	1
"2419"	"1A"	"p1453"	"high"	"0.5"	19	7.5	3	"ha2.png"	1
"2420"	"1A"	"p1453"	"high"	"0.5"	16	4.5	3	"ha3.png"	1
"2421"	"1A"	"p1453"	"high"	"0.5"	21	9.5	3	"hb1.png"	1
"2422"	"1A"	"p1453"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"2423"	"1A"	"p1453"	"high"	"0.5"	17	5.5	3	"hb2.png"	1
"2424"	"1A"	"p1453"	"high"	"0.5"	22	10.5	3	"hb3.png"	1
"2425"	"1A"	"p1514"	"high"	"0.5"	3	-8.5	1	"ha1.png"	1
"2426"	"1A"	"p1514"	"high"	"0.5"	0	-11.5	1	"ha1.png"	1
"2427"	"1A"	"p1514"	"high"	"0.5"	6	-5.5	1	"ha2.png"	1
"2428"	"1A"	"p1514"	"high"	"0.5"	1	-10.5	1	"ha3.png"	0
"2429"	"1A"	"p1514"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"2430"	"1A"	"p1514"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"2431"	"1A"	"p1514"	"high"	"0.5"	2	-9.5	1	"hb2.png"	1
"2432"	"1A"	"p1514"	"high"	"0.5"	4	-7.5	1	"hb3.png"	0
"2433"	"1A"	"p1514"	"high"	"0.5"	13	1.5	2	"ha1.png"	1
"2434"	"1A"	"p1514"	"high"	"0.5"	12	0.5	2	"ha1.png"	1
"2435"	"1A"	"p1514"	"high"	"0.5"	11	-0.5	2	"ha2.png"	1
"2436"	"1A"	"p1514"	"high"	"0.5"	14	2.5	2	"ha3.png"	0
"2437"	"1A"	"p1514"	"high"	"0.5"	10	-1.5	2	"hb1.png"	1
"2438"	"1A"	"p1514"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"2439"	"1A"	"p1514"	"high"	"0.5"	15	3.5	2	"hb2.png"	0
"2440"	"1A"	"p1514"	"high"	"0.5"	8	-3.5	2	"hb3.png"	0
"2441"	"1A"	"p1514"	"high"	"0.5"	18	6.5	3	"ha1.png"	1
"2442"	"1A"	"p1514"	"high"	"0.5"	17	5.5	3	"ha1.png"	1
"2443"	"1A"	"p1514"	"high"	"0.5"	20	8.5	3	"ha2.png"	1
"2444"	"1A"	"p1514"	"high"	"0.5"	23	11.5	3	"ha3.png"	1
"2445"	"1A"	"p1514"	"high"	"0.5"	21	9.5	3	"hb1.png"	1
"2446"	"1A"	"p1514"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"2447"	"1A"	"p1514"	"high"	"0.5"	16	4.5	3	"hb2.png"	1
"2448"	"1A"	"p1514"	"high"	"0.5"	22	10.5	3	"hb3.png"	0
"2449"	"1A"	"pp1514"	"low"	"-0.5"	5	-6.5	1	"ha1.png"	1
"2450"	"1A"	"pp1514"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"2451"	"1A"	"pp1514"	"low"	"-0.5"	3	-8.5	1	"ha2.png"	1
"2452"	"1A"	"pp1514"	"low"	"-0.5"	1	-10.5	1	"ha3.png"	0
"2453"	"1A"	"pp1514"	"low"	"-0.5"	7	-4.5	1	"hb1.png"	1
"2454"	"1A"	"pp1514"	"low"	"-0.5"	6	-5.5	1	"hb1.png"	1
"2455"	"1A"	"pp1514"	"low"	"-0.5"	0	-11.5	1	"hb2.png"	0
"2456"	"1A"	"pp1514"	"low"	"-0.5"	4	-7.5	1	"hb3.png"	0
"2457"	"1A"	"pp1514"	"low"	"-0.5"	11	-0.5	2	"ha1.png"	1
"2458"	"1A"	"pp1514"	"low"	"-0.5"	14	2.5	2	"ha1.png"	1
"2459"	"1A"	"pp1514"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	1
"2460"	"1A"	"pp1514"	"low"	"-0.5"	10	-1.5	2	"ha3.png"	1
"2461"	"1A"	"pp1514"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"2462"	"1A"	"pp1514"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"2463"	"1A"	"pp1514"	"low"	"-0.5"	15	3.5	2	"hb2.png"	1
"2464"	"1A"	"pp1514"	"low"	"-0.5"	8	-3.5	2	"hb3.png"	1
"2465"	"1A"	"pp1514"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"2466"	"1A"	"pp1514"	"low"	"-0.5"	17	5.5	3	"ha1.png"	1
"2467"	"1A"	"pp1514"	"low"	"-0.5"	23	11.5	3	"ha2.png"	1
"2468"	"1A"	"pp1514"	"low"	"-0.5"	20	8.5	3	"ha3.png"	1
"2469"	"1A"	"pp1514"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"2470"	"1A"	"pp1514"	"low"	"-0.5"	21	9.5	3	"hb1.png"	1
"2471"	"1A"	"pp1514"	"low"	"-0.5"	22	10.5	3	"hb2.png"	0
"2472"	"1A"	"pp1514"	"low"	"-0.5"	19	7.5	3	"hb3.png"	0
"2473"	"1A"	"p1523"	"low"	"-0.5"	5	-6.5	1	"ha1.png"	1
"2474"	"1A"	"p1523"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"2475"	"1A"	"p1523"	"low"	"-0.5"	1	-10.5	1	"ha2.png"	1
"2476"	"1A"	"p1523"	"low"	"-0.5"	3	-8.5	1	"ha3.png"	1
"2477"	"1A"	"p1523"	"low"	"-0.5"	2	-9.5	1	"hb1.png"	1
"2478"	"1A"	"p1523"	"low"	"-0.5"	7	-4.5	1	"hb1.png"	1
"2479"	"1A"	"p1523"	"low"	"-0.5"	0	-11.5	1	"hb2.png"	1
"2480"	"1A"	"p1523"	"low"	"-0.5"	6	-5.5	1	"hb3.png"	1
"2481"	"1A"	"p1523"	"low"	"-0.5"	11	-0.5	2	"ha1.png"	1
"2482"	"1A"	"p1523"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"2483"	"1A"	"p1523"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	1
"2484"	"1A"	"p1523"	"low"	"-0.5"	12	0.5	2	"ha3.png"	1
"2485"	"1A"	"p1523"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"2486"	"1A"	"p1523"	"low"	"-0.5"	8	-3.5	2	"hb1.png"	1
"2487"	"1A"	"p1523"	"low"	"-0.5"	10	-1.5	2	"hb2.png"	1
"2488"	"1A"	"p1523"	"low"	"-0.5"	14	2.5	2	"hb3.png"	0
"2489"	"1A"	"p1523"	"low"	"-0.5"	23	11.5	3	"ha1.png"	1
"2490"	"1A"	"p1523"	"low"	"-0.5"	17	5.5	3	"ha1.png"	1
"2491"	"1A"	"p1523"	"low"	"-0.5"	22	10.5	3	"ha2.png"	1
"2492"	"1A"	"p1523"	"low"	"-0.5"	20	8.5	3	"ha3.png"	1
"2493"	"1A"	"p1523"	"low"	"-0.5"	19	7.5	3	"hb1.png"	1
"2494"	"1A"	"p1523"	"low"	"-0.5"	18	6.5	3	"hb1.png"	1
"2495"	"1A"	"p1523"	"low"	"-0.5"	21	9.5	3	"hb2.png"	1
"2496"	"1A"	"p1523"	"low"	"-0.5"	16	4.5	3	"hb3.png"	1
"2497"	"1A"	"p1527"	"high"	"0.5"	1	-10.5	1	"ha1.png"	1
"2498"	"1A"	"p1527"	"high"	"0.5"	5	-6.5	1	"ha1.png"	1
"2499"	"1A"	"p1527"	"high"	"0.5"	7	-4.5	1	"ha2.png"	1
"2500"	"1A"	"p1527"	"high"	"0.5"	2	-9.5	1	"ha3.png"	1
"2501"	"1A"	"p1527"	"high"	"0.5"	0	-11.5	1	"hb1.png"	0
"2502"	"1A"	"p1527"	"high"	"0.5"	3	-8.5	1	"hb1.png"	1
"2503"	"1A"	"p1527"	"high"	"0.5"	4	-7.5	1	"hb2.png"	1
"2504"	"1A"	"p1527"	"high"	"0.5"	6	-5.5	1	"hb3.png"	1
"2505"	"1A"	"p1527"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"2506"	"1A"	"p1527"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"2507"	"1A"	"p1527"	"high"	"0.5"	12	0.5	2	"ha2.png"	1
"2508"	"1A"	"p1527"	"high"	"0.5"	13	1.5	2	"ha3.png"	1
"2509"	"1A"	"p1527"	"high"	"0.5"	10	-1.5	2	"hb1.png"	1
"2510"	"1A"	"p1527"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"2511"	"1A"	"p1527"	"high"	"0.5"	8	-3.5	2	"hb2.png"	1
"2512"	"1A"	"p1527"	"high"	"0.5"	11	-0.5	2	"hb3.png"	1
"2513"	"1A"	"p1527"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"2514"	"1A"	"p1527"	"high"	"0.5"	16	4.5	3	"ha1.png"	1
"2515"	"1A"	"p1527"	"high"	"0.5"	17	5.5	3	"ha2.png"	1
"2516"	"1A"	"p1527"	"high"	"0.5"	18	6.5	3	"ha3.png"	1
"2517"	"1A"	"p1527"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"2518"	"1A"	"p1527"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"2519"	"1A"	"p1527"	"high"	"0.5"	21	9.5	3	"hb2.png"	1
"2520"	"1A"	"p1527"	"high"	"0.5"	22	10.5	3	"hb3.png"	1
"2521"	"1A"	"p1533"	"high"	"0.5"	0	-11.5	1	"ha1.png"	1
"2522"	"1A"	"p1533"	"high"	"0.5"	5	-6.5	1	"ha1.png"	1
"2523"	"1A"	"p1533"	"high"	"0.5"	2	-9.5	1	"ha2.png"	1
"2524"	"1A"	"p1533"	"high"	"0.5"	3	-8.5	1	"ha3.png"	0
"2525"	"1A"	"p1533"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"2526"	"1A"	"p1533"	"high"	"0.5"	6	-5.5	1	"hb1.png"	1
"2527"	"1A"	"p1533"	"high"	"0.5"	1	-10.5	1	"hb2.png"	1
"2528"	"1A"	"p1533"	"high"	"0.5"	4	-7.5	1	"hb3.png"	1
"2529"	"1A"	"p1533"	"high"	"0.5"	12	0.5	2	"ha1.png"	1
"2530"	"1A"	"p1533"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"2531"	"1A"	"p1533"	"high"	"0.5"	10	-1.5	2	"ha2.png"	1
"2532"	"1A"	"p1533"	"high"	"0.5"	13	1.5	2	"ha3.png"	1
"2533"	"1A"	"p1533"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"2534"	"1A"	"p1533"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"2535"	"1A"	"p1533"	"high"	"0.5"	8	-3.5	2	"hb2.png"	1
"2536"	"1A"	"p1533"	"high"	"0.5"	11	-0.5	2	"hb3.png"	1
"2537"	"1A"	"p1533"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"2538"	"1A"	"p1533"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"2539"	"1A"	"p1533"	"high"	"0.5"	18	6.5	3	"ha2.png"	1
"2540"	"1A"	"p1533"	"high"	"0.5"	22	10.5	3	"ha3.png"	1
"2541"	"1A"	"p1533"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"2542"	"1A"	"p1533"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"2543"	"1A"	"p1533"	"high"	"0.5"	17	5.5	3	"hb2.png"	1
"2544"	"1A"	"p1533"	"high"	"0.5"	16	4.5	3	"hb3.png"	1
"2545"	"1A"	"p1537"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"2546"	"1A"	"p1537"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	0
"2547"	"1A"	"p1537"	"low"	"-0.5"	7	-4.5	1	"ha2.png"	1
"2548"	"1A"	"p1537"	"low"	"-0.5"	4	-7.5	1	"ha3.png"	0
"2549"	"1A"	"p1537"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	1
"2550"	"1A"	"p1537"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	0
"2551"	"1A"	"p1537"	"low"	"-0.5"	5	-6.5	1	"hb2.png"	1
"2552"	"1A"	"p1537"	"low"	"-0.5"	1	-10.5	1	"hb3.png"	1
"2553"	"1A"	"p1537"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"2554"	"1A"	"p1537"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"2555"	"1A"	"p1537"	"low"	"-0.5"	10	-1.5	2	"ha2.png"	0
"2556"	"1A"	"p1537"	"low"	"-0.5"	11	-0.5	2	"ha3.png"	1
"2557"	"1A"	"p1537"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"2558"	"1A"	"p1537"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"2559"	"1A"	"p1537"	"low"	"-0.5"	9	-2.5	2	"hb2.png"	1
"2560"	"1A"	"p1537"	"low"	"-0.5"	14	2.5	2	"hb3.png"	1
"2561"	"1A"	"p1537"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"2562"	"1A"	"p1537"	"low"	"-0.5"	16	4.5	3	"ha1.png"	1
"2563"	"1A"	"p1537"	"low"	"-0.5"	17	5.5	3	"ha2.png"	1
"2564"	"1A"	"p1537"	"low"	"-0.5"	22	10.5	3	"ha3.png"	1
"2565"	"1A"	"p1537"	"low"	"-0.5"	21	9.5	3	"hb1.png"	1
"2566"	"1A"	"p1537"	"low"	"-0.5"	23	11.5	3	"hb1.png"	1
"2567"	"1A"	"p1537"	"low"	"-0.5"	20	8.5	3	"hb2.png"	1
"2568"	"1A"	"p1537"	"low"	"-0.5"	19	7.5	3	"hb3.png"	1
"2569"	"1A"	"p1549"	"low"	"-0.5"	3	-8.5	1	"ha1.png"	0
"2570"	"1A"	"p1549"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"2571"	"1A"	"p1549"	"low"	"-0.5"	7	-4.5	1	"ha2.png"	1
"2572"	"1A"	"p1549"	"low"	"-0.5"	2	-9.5	1	"ha3.png"	1
"2573"	"1A"	"p1549"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"2574"	"1A"	"p1549"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	1
"2575"	"1A"	"p1549"	"low"	"-0.5"	6	-5.5	1	"hb2.png"	0
"2576"	"1A"	"p1549"	"low"	"-0.5"	5	-6.5	1	"hb3.png"	0
"2577"	"1A"	"p1549"	"low"	"-0.5"	12	0.5	2	"ha1.png"	1
"2578"	"1A"	"p1549"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	1
"2579"	"1A"	"p1549"	"low"	"-0.5"	9	-2.5	2	"ha2.png"	1
"2580"	"1A"	"p1549"	"low"	"-0.5"	11	-0.5	2	"ha3.png"	1
"2581"	"1A"	"p1549"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"2582"	"1A"	"p1549"	"low"	"-0.5"	8	-3.5	2	"hb1.png"	1
"2583"	"1A"	"p1549"	"low"	"-0.5"	14	2.5	2	"hb2.png"	0
"2584"	"1A"	"p1549"	"low"	"-0.5"	15	3.5	2	"hb3.png"	1
"2585"	"1A"	"p1549"	"low"	"-0.5"	16	4.5	3	"ha1.png"	1
"2586"	"1A"	"p1549"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"2587"	"1A"	"p1549"	"low"	"-0.5"	18	6.5	3	"ha2.png"	1
"2588"	"1A"	"p1549"	"low"	"-0.5"	22	10.5	3	"ha3.png"	1
"2589"	"1A"	"p1549"	"low"	"-0.5"	21	9.5	3	"hb1.png"	1
"2590"	"1A"	"p1549"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"2591"	"1A"	"p1549"	"low"	"-0.5"	23	11.5	3	"hb2.png"	1
"2592"	"1A"	"p1549"	"low"	"-0.5"	17	5.5	3	"hb3.png"	1
"2593"	"1A"	"p1600"	"high"	"0.5"	4	-7.5	1	"ha1.png"	1
"2594"	"1A"	"p1600"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"2595"	"1A"	"p1600"	"high"	"0.5"	7	-4.5	1	"ha2.png"	0
"2596"	"1A"	"p1600"	"high"	"0.5"	0	-11.5	1	"ha3.png"	1
"2597"	"1A"	"p1600"	"high"	"0.5"	5	-6.5	1	"hb1.png"	0
"2598"	"1A"	"p1600"	"high"	"0.5"	1	-10.5	1	"hb1.png"	0
"2599"	"1A"	"p1600"	"high"	"0.5"	3	-8.5	1	"hb2.png"	1
"2600"	"1A"	"p1600"	"high"	"0.5"	2	-9.5	1	"hb3.png"	0
"2601"	"1A"	"p1600"	"high"	"0.5"	12	0.5	2	"ha1.png"	1
"2602"	"1A"	"p1600"	"high"	"0.5"	13	1.5	2	"ha1.png"	1
"2603"	"1A"	"p1600"	"high"	"0.5"	15	3.5	2	"ha2.png"	1
"2604"	"1A"	"p1600"	"high"	"0.5"	8	-3.5	2	"ha3.png"	1
"2605"	"1A"	"p1600"	"high"	"0.5"	10	-1.5	2	"hb1.png"	1
"2606"	"1A"	"p1600"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"2607"	"1A"	"p1600"	"high"	"0.5"	14	2.5	2	"hb2.png"	1
"2608"	"1A"	"p1600"	"high"	"0.5"	9	-2.5	2	"hb3.png"	1
"2609"	"1A"	"p1600"	"high"	"0.5"	22	10.5	3	"ha1.png"	1
"2610"	"1A"	"p1600"	"high"	"0.5"	16	4.5	3	"ha1.png"	1
"2611"	"1A"	"p1600"	"high"	"0.5"	20	8.5	3	"ha2.png"	1
"2612"	"1A"	"p1600"	"high"	"0.5"	21	9.5	3	"ha3.png"	1
"2613"	"1A"	"p1600"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"2614"	"1A"	"p1600"	"high"	"0.5"	23	11.5	3	"hb1.png"	1
"2615"	"1A"	"p1600"	"high"	"0.5"	17	5.5	3	"hb2.png"	1
"2616"	"1A"	"p1600"	"high"	"0.5"	19	7.5	3	"hb3.png"	0
"2617"	"1A"	"p1604"	"low"	"-0.5"	5	-6.5	1	"ha1.png"	1
"2618"	"1A"	"p1604"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"2619"	"1A"	"p1604"	"low"	"-0.5"	6	-5.5	1	"ha2.png"	1
"2620"	"1A"	"p1604"	"low"	"-0.5"	1	-10.5	1	"ha3.png"	1
"2621"	"1A"	"p1604"	"low"	"-0.5"	7	-4.5	1	"hb1.png"	1
"2622"	"1A"	"p1604"	"low"	"-0.5"	4	-7.5	1	"hb1.png"	1
"2623"	"1A"	"p1604"	"low"	"-0.5"	3	-8.5	1	"hb2.png"	0
"2624"	"1A"	"p1604"	"low"	"-0.5"	0	-11.5	1	"hb3.png"	0
"2625"	"1A"	"p1604"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	1
"2626"	"1A"	"p1604"	"low"	"-0.5"	14	2.5	2	"ha1.png"	1
"2627"	"1A"	"p1604"	"low"	"-0.5"	8	-3.5	2	"ha2.png"	1
"2628"	"1A"	"p1604"	"low"	"-0.5"	13	1.5	2	"ha3.png"	0
"2629"	"1A"	"p1604"	"low"	"-0.5"	9	-2.5	2	"hb1.png"	1
"2630"	"1A"	"p1604"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"2631"	"1A"	"p1604"	"low"	"-0.5"	12	0.5	2	"hb2.png"	0
"2632"	"1A"	"p1604"	"low"	"-0.5"	15	3.5	2	"hb3.png"	1
"2633"	"1A"	"p1604"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"2634"	"1A"	"p1604"	"low"	"-0.5"	18	6.5	3	"ha1.png"	0
"2635"	"1A"	"p1604"	"low"	"-0.5"	19	7.5	3	"ha2.png"	1
"2636"	"1A"	"p1604"	"low"	"-0.5"	17	5.5	3	"ha3.png"	1
"2637"	"1A"	"p1604"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"2638"	"1A"	"p1604"	"low"	"-0.5"	22	10.5	3	"hb1.png"	1
"2639"	"1A"	"p1604"	"low"	"-0.5"	23	11.5	3	"hb2.png"	1
"2640"	"1A"	"p1604"	"low"	"-0.5"	21	9.5	3	"hb3.png"	1
"2641"	"1A"	"p1646"	"high"	"0.5"	2	-9.5	1	"ha1.png"	1
"2642"	"1A"	"p1646"	"high"	"0.5"	5	-6.5	1	"ha1.png"	1
"2643"	"1A"	"p1646"	"high"	"0.5"	4	-7.5	1	"ha2.png"	1
"2644"	"1A"	"p1646"	"high"	"0.5"	3	-8.5	1	"ha3.png"	1
"2645"	"1A"	"p1646"	"high"	"0.5"	1	-10.5	1	"hb1.png"	0
"2646"	"1A"	"p1646"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"2647"	"1A"	"p1646"	"high"	"0.5"	6	-5.5	1	"hb2.png"	1
"2648"	"1A"	"p1646"	"high"	"0.5"	0	-11.5	1	"hb3.png"	0
"2649"	"1A"	"p1646"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"2650"	"1A"	"p1646"	"high"	"0.5"	8	-3.5	2	"ha1.png"	1
"2651"	"1A"	"p1646"	"high"	"0.5"	9	-2.5	2	"ha2.png"	1
"2652"	"1A"	"p1646"	"high"	"0.5"	13	1.5	2	"ha3.png"	1
"2653"	"1A"	"p1646"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"2654"	"1A"	"p1646"	"high"	"0.5"	10	-1.5	2	"hb1.png"	1
"2655"	"1A"	"p1646"	"high"	"0.5"	12	0.5	2	"hb2.png"	1
"2656"	"1A"	"p1646"	"high"	"0.5"	15	3.5	2	"hb3.png"	1
"2657"	"1A"	"p1646"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"2658"	"1A"	"p1646"	"high"	"0.5"	20	8.5	3	"ha1.png"	1
"2659"	"1A"	"p1646"	"high"	"0.5"	17	5.5	3	"ha2.png"	1
"2660"	"1A"	"p1646"	"high"	"0.5"	23	11.5	3	"ha3.png"	1
"2661"	"1A"	"p1646"	"high"	"0.5"	22	10.5	3	"hb1.png"	1
"2662"	"1A"	"p1646"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"2663"	"1A"	"p1646"	"high"	"0.5"	18	6.5	3	"hb2.png"	1
"2664"	"1A"	"p1646"	"high"	"0.5"	16	4.5	3	"hb3.png"	1
"2665"	"1A"	"p1705"	"low"	"-0.5"	7	-4.5	1	"ha1.png"	1
"2666"	"1A"	"p1705"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"2667"	"1A"	"p1705"	"low"	"-0.5"	0	-11.5	1	"ha2.png"	1
"2668"	"1A"	"p1705"	"low"	"-0.5"	4	-7.5	1	"ha3.png"	1
"2669"	"1A"	"p1705"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	0
"2670"	"1A"	"p1705"	"low"	"-0.5"	2	-9.5	1	"hb1.png"	1
"2671"	"1A"	"p1705"	"low"	"-0.5"	3	-8.5	1	"hb2.png"	1
"2672"	"1A"	"p1705"	"low"	"-0.5"	5	-6.5	1	"hb3.png"	0
"2673"	"1A"	"p1705"	"low"	"-0.5"	9	-2.5	2	"ha1.png"	1
"2674"	"1A"	"p1705"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"2675"	"1A"	"p1705"	"low"	"-0.5"	13	1.5	2	"ha2.png"	1
"2676"	"1A"	"p1705"	"low"	"-0.5"	10	-1.5	2	"ha3.png"	0
"2677"	"1A"	"p1705"	"low"	"-0.5"	14	2.5	2	"hb1.png"	1
"2678"	"1A"	"p1705"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"2679"	"1A"	"p1705"	"low"	"-0.5"	8	-3.5	2	"hb2.png"	1
"2680"	"1A"	"p1705"	"low"	"-0.5"	12	0.5	2	"hb3.png"	0
"2681"	"1A"	"p1705"	"low"	"-0.5"	19	7.5	3	"ha1.png"	1
"2682"	"1A"	"p1705"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"2683"	"1A"	"p1705"	"low"	"-0.5"	23	11.5	3	"ha2.png"	1
"2684"	"1A"	"p1705"	"low"	"-0.5"	18	6.5	3	"ha3.png"	1
"2685"	"1A"	"p1705"	"low"	"-0.5"	21	9.5	3	"hb1.png"	1
"2686"	"1A"	"p1705"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"2687"	"1A"	"p1705"	"low"	"-0.5"	16	4.5	3	"hb2.png"	1
"2688"	"1A"	"p1705"	"low"	"-0.5"	17	5.5	3	"hb3.png"	1
"2689"	"1A"	"p1720"	"high"	"0.5"	4	-7.5	1	"ha1.png"	1
"2690"	"1A"	"p1720"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"2691"	"1A"	"p1720"	"high"	"0.5"	5	-6.5	1	"ha2.png"	1
"2692"	"1A"	"p1720"	"high"	"0.5"	0	-11.5	1	"ha3.png"	1
"2693"	"1A"	"p1720"	"high"	"0.5"	1	-10.5	1	"hb1.png"	1
"2694"	"1A"	"p1720"	"high"	"0.5"	2	-9.5	1	"hb1.png"	1
"2695"	"1A"	"p1720"	"high"	"0.5"	3	-8.5	1	"hb2.png"	1
"2696"	"1A"	"p1720"	"high"	"0.5"	7	-4.5	1	"hb3.png"	1
"2697"	"1A"	"p1720"	"high"	"0.5"	11	-0.5	2	"ha1.png"	1
"2698"	"1A"	"p1720"	"high"	"0.5"	10	-1.5	2	"ha1.png"	1
"2699"	"1A"	"p1720"	"high"	"0.5"	15	3.5	2	"ha2.png"	1
"2700"	"1A"	"p1720"	"high"	"0.5"	8	-3.5	2	"ha3.png"	0
