"experiment"	"subject"	"condition"	"conditionC"	"totalTrialNum"	"totalTrialNumC"	"blockNum"	"imageName"	"isRight"
"1"	"1A"	"p1105"	"high"	"0.5"	0	-11.5	1	"ha1.png"	1
"2"	"1A"	"p1105"	"high"	"0.5"	2	-9.5	1	"ha1.png"	1
"3"	"1A"	"p1105"	"high"	"0.5"	4	-7.5	1	"ha2.png"	0
"4"	"1A"	"p1105"	"high"	"0.5"	5	-6.5	1	"ha3.png"	1
"5"	"1A"	"p1105"	"high"	"0.5"	1	-10.5	1	"hb1.png"	1
"6"	"1A"	"p1105"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"7"	"1A"	"p1105"	"high"	"0.5"	3	-8.5	1	"hb2.png"	1
"8"	"1A"	"p1105"	"high"	"0.5"	6	-5.5	1	"hb3.png"	1
"9"	"1A"	"p1105"	"high"	"0.5"	15	3.5	2	"ha1.png"	1
"10"	"1A"	"p1105"	"high"	"0.5"	13	1.5	2	"ha1.png"	0
"11"	"1A"	"p1105"	"high"	"0.5"	11	-0.5	2	"ha2.png"	1
"12"	"1A"	"p1105"	"high"	"0.5"	8	-3.5	2	"ha3.png"	1
"13"	"1A"	"p1105"	"high"	"0.5"	9	-2.5	2	"hb1.png"	1
"14"	"1A"	"p1105"	"high"	"0.5"	14	2.5	2	"hb1.png"	1
"15"	"1A"	"p1105"	"high"	"0.5"	10	-1.5	2	"hb2.png"	1
"16"	"1A"	"p1105"	"high"	"0.5"	12	0.5	2	"hb3.png"	0
"17"	"1A"	"p1105"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"18"	"1A"	"p1105"	"high"	"0.5"	17	5.5	3	"ha1.png"	1
"19"	"1A"	"p1105"	"high"	"0.5"	21	9.5	3	"ha2.png"	0
"20"	"1A"	"p1105"	"high"	"0.5"	20	8.5	3	"ha3.png"	1
"21"	"1A"	"p1105"	"high"	"0.5"	16	4.5	3	"hb1.png"	1
"22"	"1A"	"p1105"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"23"	"1A"	"p1105"	"high"	"0.5"	18	6.5	3	"hb2.png"	1
"24"	"1A"	"p1105"	"high"	"0.5"	22	10.5	3	"hb3.png"	1
"25"	"1A"	"p1106"	"low"	"-0.5"	7	-4.5	1	"ha1.png"	1
"26"	"1A"	"p1106"	"low"	"-0.5"	1	-10.5	1	"ha1.png"	1
"27"	"1A"	"p1106"	"low"	"-0.5"	2	-9.5	1	"ha2.png"	1
"28"	"1A"	"p1106"	"low"	"-0.5"	5	-6.5	1	"ha3.png"	1
"29"	"1A"	"p1106"	"low"	"-0.5"	0	-11.5	1	"hb1.png"	0
"30"	"1A"	"p1106"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	1
"31"	"1A"	"p1106"	"low"	"-0.5"	4	-7.5	1	"hb2.png"	1
"32"	"1A"	"p1106"	"low"	"-0.5"	6	-5.5	1	"hb3.png"	1
"33"	"1A"	"p1106"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	1
"34"	"1A"	"p1106"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"35"	"1A"	"p1106"	"low"	"-0.5"	11	-0.5	2	"ha2.png"	1
"36"	"1A"	"p1106"	"low"	"-0.5"	9	-2.5	2	"ha3.png"	1
"37"	"1A"	"p1106"	"low"	"-0.5"	14	2.5	2	"hb1.png"	1
"38"	"1A"	"p1106"	"low"	"-0.5"	8	-3.5	2	"hb1.png"	1
"39"	"1A"	"p1106"	"low"	"-0.5"	13	1.5	2	"hb2.png"	1
"40"	"1A"	"p1106"	"low"	"-0.5"	12	0.5	2	"hb3.png"	1
"41"	"1A"	"p1106"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"42"	"1A"	"p1106"	"low"	"-0.5"	21	9.5	3	"ha1.png"	1
"43"	"1A"	"p1106"	"low"	"-0.5"	22	10.5	3	"ha2.png"	1
"44"	"1A"	"p1106"	"low"	"-0.5"	19	7.5	3	"ha3.png"	1
"45"	"1A"	"p1106"	"low"	"-0.5"	17	5.5	3	"hb1.png"	1
"46"	"1A"	"p1106"	"low"	"-0.5"	18	6.5	3	"hb1.png"	1
"47"	"1A"	"p1106"	"low"	"-0.5"	16	4.5	3	"hb2.png"	1
"48"	"1A"	"p1106"	"low"	"-0.5"	23	11.5	3	"hb3.png"	1
"49"	"1A"	"p1119"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"50"	"1A"	"p1119"	"high"	"0.5"	3	-8.5	1	"ha1.png"	1
"51"	"1A"	"p1119"	"high"	"0.5"	7	-4.5	1	"ha2.png"	1
"52"	"1A"	"p1119"	"high"	"0.5"	2	-9.5	1	"ha3.png"	1
"53"	"1A"	"p1119"	"high"	"0.5"	0	-11.5	1	"hb1.png"	0
"54"	"1A"	"p1119"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"55"	"1A"	"p1119"	"high"	"0.5"	1	-10.5	1	"hb2.png"	0
"56"	"1A"	"p1119"	"high"	"0.5"	4	-7.5	1	"hb3.png"	1
"57"	"1A"	"p1119"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"58"	"1A"	"p1119"	"high"	"0.5"	13	1.5	2	"ha1.png"	1
"59"	"1A"	"p1119"	"high"	"0.5"	15	3.5	2	"ha2.png"	1
"60"	"1A"	"p1119"	"high"	"0.5"	9	-2.5	2	"ha3.png"	1
"61"	"1A"	"p1119"	"high"	"0.5"	12	0.5	2	"hb1.png"	1
"62"	"1A"	"p1119"	"high"	"0.5"	8	-3.5	2	"hb1.png"	1
"63"	"1A"	"p1119"	"high"	"0.5"	11	-0.5	2	"hb2.png"	1
"64"	"1A"	"p1119"	"high"	"0.5"	10	-1.5	2	"hb3.png"	1
"65"	"1A"	"p1119"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"66"	"1A"	"p1119"	"high"	"0.5"	19	7.5	3	"ha1.png"	1
"67"	"1A"	"p1119"	"high"	"0.5"	20	8.5	3	"ha2.png"	1
"68"	"1A"	"p1119"	"high"	"0.5"	21	9.5	3	"ha3.png"	1
"69"	"1A"	"p1119"	"high"	"0.5"	22	10.5	3	"hb1.png"	1
"70"	"1A"	"p1119"	"high"	"0.5"	18	6.5	3	"hb1.png"	1
"71"	"1A"	"p1119"	"high"	"0.5"	16	4.5	3	"hb2.png"	1
"72"	"1A"	"p1119"	"high"	"0.5"	17	5.5	3	"hb3.png"	1
"73"	"1A"	"p1118"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	1
"74"	"1A"	"p1118"	"low"	"-0.5"	3	-8.5	1	"ha1.png"	1
"75"	"1A"	"p1118"	"low"	"-0.5"	5	-6.5	1	"ha2.png"	0
"76"	"1A"	"p1118"	"low"	"-0.5"	7	-4.5	1	"ha3.png"	0
"77"	"1A"	"p1118"	"low"	"-0.5"	4	-7.5	1	"hb1.png"	1
"78"	"1A"	"p1118"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	0
"79"	"1A"	"p1118"	"low"	"-0.5"	6	-5.5	1	"hb2.png"	0
"80"	"1A"	"p1118"	"low"	"-0.5"	2	-9.5	1	"hb3.png"	1
"81"	"1A"	"p1118"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	1
"82"	"1A"	"p1118"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"83"	"1A"	"p1118"	"low"	"-0.5"	14	2.5	2	"ha2.png"	1
"84"	"1A"	"p1118"	"low"	"-0.5"	9	-2.5	2	"ha3.png"	1
"85"	"1A"	"p1118"	"low"	"-0.5"	8	-3.5	2	"hb1.png"	1
"86"	"1A"	"p1118"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"87"	"1A"	"p1118"	"low"	"-0.5"	12	0.5	2	"hb2.png"	0
"88"	"1A"	"p1118"	"low"	"-0.5"	11	-0.5	2	"hb3.png"	1
"89"	"1A"	"p1118"	"low"	"-0.5"	17	5.5	3	"ha1.png"	1
"90"	"1A"	"p1118"	"low"	"-0.5"	23	11.5	3	"ha1.png"	1
"91"	"1A"	"p1118"	"low"	"-0.5"	18	6.5	3	"ha2.png"	1
"92"	"1A"	"p1118"	"low"	"-0.5"	19	7.5	3	"ha3.png"	1
"93"	"1A"	"p1118"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"94"	"1A"	"p1118"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"95"	"1A"	"p1118"	"low"	"-0.5"	21	9.5	3	"hb2.png"	0
"96"	"1A"	"p1118"	"low"	"-0.5"	22	10.5	3	"hb3.png"	0
"97"	"1A"	"p1138"	"high"	"0.5"	0	-11.5	1	"ha1.png"	1
"98"	"1A"	"p1138"	"high"	"0.5"	1	-10.5	1	"ha1.png"	1
"99"	"1A"	"p1138"	"high"	"0.5"	4	-7.5	1	"ha2.png"	1
"100"	"1A"	"p1138"	"high"	"0.5"	2	-9.5	1	"ha3.png"	0
"101"	"1A"	"p1138"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"102"	"1A"	"p1138"	"high"	"0.5"	3	-8.5	1	"hb1.png"	1
"103"	"1A"	"p1138"	"high"	"0.5"	6	-5.5	1	"hb2.png"	1
"104"	"1A"	"p1138"	"high"	"0.5"	5	-6.5	1	"hb3.png"	1
"105"	"1A"	"p1138"	"high"	"0.5"	12	0.5	2	"ha1.png"	1
"106"	"1A"	"p1138"	"high"	"0.5"	8	-3.5	2	"ha1.png"	1
"107"	"1A"	"p1138"	"high"	"0.5"	10	-1.5	2	"ha2.png"	1
"108"	"1A"	"p1138"	"high"	"0.5"	13	1.5	2	"ha3.png"	0
"109"	"1A"	"p1138"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"110"	"1A"	"p1138"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"111"	"1A"	"p1138"	"high"	"0.5"	9	-2.5	2	"hb2.png"	1
"112"	"1A"	"p1138"	"high"	"0.5"	14	2.5	2	"hb3.png"	1
"113"	"1A"	"p1138"	"high"	"0.5"	18	6.5	3	"ha1.png"	1
"114"	"1A"	"p1138"	"high"	"0.5"	22	10.5	3	"ha1.png"	1
"115"	"1A"	"p1138"	"high"	"0.5"	21	9.5	3	"ha2.png"	1
"116"	"1A"	"p1138"	"high"	"0.5"	20	8.5	3	"ha3.png"	1
"117"	"1A"	"p1138"	"high"	"0.5"	17	5.5	3	"hb1.png"	1
"118"	"1A"	"p1138"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"119"	"1A"	"p1138"	"high"	"0.5"	23	11.5	3	"hb2.png"	1
"120"	"1A"	"p1138"	"high"	"0.5"	16	4.5	3	"hb3.png"	1
"121"	"1A"	"p1136"	"low"	"-0.5"	7	-4.5	1	"ha1.png"	1
"122"	"1A"	"p1136"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	1
"123"	"1A"	"p1136"	"low"	"-0.5"	3	-8.5	1	"ha2.png"	1
"124"	"1A"	"p1136"	"low"	"-0.5"	2	-9.5	1	"ha3.png"	0
"125"	"1A"	"p1136"	"low"	"-0.5"	4	-7.5	1	"hb1.png"	1
"126"	"1A"	"p1136"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"127"	"1A"	"p1136"	"low"	"-0.5"	5	-6.5	1	"hb2.png"	0
"128"	"1A"	"p1136"	"low"	"-0.5"	6	-5.5	1	"hb3.png"	0
"129"	"1A"	"p1136"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	1
"130"	"1A"	"p1136"	"low"	"-0.5"	11	-0.5	2	"ha1.png"	1
"131"	"1A"	"p1136"	"low"	"-0.5"	8	-3.5	2	"ha2.png"	0
"132"	"1A"	"p1136"	"low"	"-0.5"	9	-2.5	2	"ha3.png"	1
"133"	"1A"	"p1136"	"low"	"-0.5"	15	3.5	2	"hb1.png"	1
"134"	"1A"	"p1136"	"low"	"-0.5"	14	2.5	2	"hb1.png"	1
"135"	"1A"	"p1136"	"low"	"-0.5"	12	0.5	2	"hb2.png"	1
"136"	"1A"	"p1136"	"low"	"-0.5"	13	1.5	2	"hb3.png"	1
"137"	"1A"	"p1136"	"low"	"-0.5"	22	10.5	3	"ha1.png"	1
"138"	"1A"	"p1136"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"139"	"1A"	"p1136"	"low"	"-0.5"	23	11.5	3	"ha2.png"	0
"140"	"1A"	"p1136"	"low"	"-0.5"	20	8.5	3	"ha3.png"	1
"141"	"1A"	"p1136"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"142"	"1A"	"p1136"	"low"	"-0.5"	17	5.5	3	"hb1.png"	1
"143"	"1A"	"p1136"	"low"	"-0.5"	19	7.5	3	"hb2.png"	0
"144"	"1A"	"p1136"	"low"	"-0.5"	21	9.5	3	"hb3.png"	0
"145"	"1A"	"ppp1201"	"high"	"0.5"	0	-11.5	1	"ha1.png"	1
"146"	"1A"	"ppp1201"	"high"	"0.5"	4	-7.5	1	"ha1.png"	1
"147"	"1A"	"ppp1201"	"high"	"0.5"	2	-9.5	1	"ha2.png"	0
"148"	"1A"	"ppp1201"	"high"	"0.5"	1	-10.5	1	"ha3.png"	1
"149"	"1A"	"ppp1201"	"high"	"0.5"	7	-4.5	1	"hb1.png"	1
"150"	"1A"	"ppp1201"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"151"	"1A"	"ppp1201"	"high"	"0.5"	3	-8.5	1	"hb2.png"	1
"152"	"1A"	"ppp1201"	"high"	"0.5"	6	-5.5	1	"hb3.png"	0
"153"	"1A"	"ppp1201"	"high"	"0.5"	12	0.5	2	"ha1.png"	1
"154"	"1A"	"ppp1201"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"155"	"1A"	"ppp1201"	"high"	"0.5"	9	-2.5	2	"ha2.png"	1
"156"	"1A"	"ppp1201"	"high"	"0.5"	15	3.5	2	"ha3.png"	0
"157"	"1A"	"ppp1201"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"158"	"1A"	"ppp1201"	"high"	"0.5"	13	1.5	2	"hb1.png"	1
"159"	"1A"	"ppp1201"	"high"	"0.5"	10	-1.5	2	"hb2.png"	1
"160"	"1A"	"ppp1201"	"high"	"0.5"	8	-3.5	2	"hb3.png"	1
"161"	"1A"	"ppp1201"	"high"	"0.5"	23	11.5	3	"ha1.png"	1
"162"	"1A"	"ppp1201"	"high"	"0.5"	20	8.5	3	"ha1.png"	1
"163"	"1A"	"ppp1201"	"high"	"0.5"	22	10.5	3	"ha2.png"	1
"164"	"1A"	"ppp1201"	"high"	"0.5"	21	9.5	3	"ha3.png"	1
"165"	"1A"	"ppp1201"	"high"	"0.5"	16	4.5	3	"hb1.png"	1
"166"	"1A"	"ppp1201"	"high"	"0.5"	17	5.5	3	"hb1.png"	1
"167"	"1A"	"ppp1201"	"high"	"0.5"	18	6.5	3	"hb2.png"	1
"168"	"1A"	"ppp1201"	"high"	"0.5"	19	7.5	3	"hb3.png"	1
"169"	"1A"	"p1203"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	1
"170"	"1A"	"p1203"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	1
"171"	"1A"	"p1203"	"low"	"-0.5"	5	-6.5	1	"ha2.png"	0
"172"	"1A"	"p1203"	"low"	"-0.5"	7	-4.5	1	"ha3.png"	0
"173"	"1A"	"p1203"	"low"	"-0.5"	1	-10.5	1	"hb1.png"	1
"174"	"1A"	"p1203"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	1
"175"	"1A"	"p1203"	"low"	"-0.5"	6	-5.5	1	"hb2.png"	1
"176"	"1A"	"p1203"	"low"	"-0.5"	4	-7.5	1	"hb3.png"	1
"177"	"1A"	"p1203"	"low"	"-0.5"	13	1.5	2	"ha1.png"	1
"178"	"1A"	"p1203"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"179"	"1A"	"p1203"	"low"	"-0.5"	10	-1.5	2	"ha2.png"	0
"180"	"1A"	"p1203"	"low"	"-0.5"	14	2.5	2	"ha3.png"	1
"181"	"1A"	"p1203"	"low"	"-0.5"	8	-3.5	2	"hb1.png"	1
"182"	"1A"	"p1203"	"low"	"-0.5"	11	-0.5	2	"hb1.png"	1
"183"	"1A"	"p1203"	"low"	"-0.5"	12	0.5	2	"hb2.png"	1
"184"	"1A"	"p1203"	"low"	"-0.5"	9	-2.5	2	"hb3.png"	1
"185"	"1A"	"p1203"	"low"	"-0.5"	17	5.5	3	"ha1.png"	1
"186"	"1A"	"p1203"	"low"	"-0.5"	23	11.5	3	"ha1.png"	1
"187"	"1A"	"p1203"	"low"	"-0.5"	19	7.5	3	"ha2.png"	0
"188"	"1A"	"p1203"	"low"	"-0.5"	18	6.5	3	"ha3.png"	1
"189"	"1A"	"p1203"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"190"	"1A"	"p1203"	"low"	"-0.5"	20	8.5	3	"hb1.png"	1
"191"	"1A"	"p1203"	"low"	"-0.5"	22	10.5	3	"hb2.png"	1
"192"	"1A"	"p1203"	"low"	"-0.5"	21	9.5	3	"hb3.png"	1
"193"	"1A"	"p1229"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"194"	"1A"	"p1229"	"high"	"0.5"	2	-9.5	1	"ha1.png"	1
"195"	"1A"	"p1229"	"high"	"0.5"	3	-8.5	1	"ha2.png"	1
"196"	"1A"	"p1229"	"high"	"0.5"	7	-4.5	1	"ha3.png"	1
"197"	"1A"	"p1229"	"high"	"0.5"	1	-10.5	1	"hb1.png"	1
"198"	"1A"	"p1229"	"high"	"0.5"	0	-11.5	1	"hb1.png"	0
"199"	"1A"	"p1229"	"high"	"0.5"	5	-6.5	1	"hb2.png"	1
"200"	"1A"	"p1229"	"high"	"0.5"	4	-7.5	1	"hb3.png"	0
"201"	"1A"	"p1229"	"high"	"0.5"	11	-0.5	2	"ha1.png"	1
"202"	"1A"	"p1229"	"high"	"0.5"	10	-1.5	2	"ha1.png"	1
"203"	"1A"	"p1229"	"high"	"0.5"	14	2.5	2	"ha2.png"	1
"204"	"1A"	"p1229"	"high"	"0.5"	9	-2.5	2	"ha3.png"	1
"205"	"1A"	"p1229"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"206"	"1A"	"p1229"	"high"	"0.5"	8	-3.5	2	"hb1.png"	1
"207"	"1A"	"p1229"	"high"	"0.5"	13	1.5	2	"hb2.png"	1
"208"	"1A"	"p1229"	"high"	"0.5"	12	0.5	2	"hb3.png"	1
"209"	"1A"	"p1229"	"high"	"0.5"	17	5.5	3	"ha1.png"	1
"210"	"1A"	"p1229"	"high"	"0.5"	18	6.5	3	"ha1.png"	1
"211"	"1A"	"p1229"	"high"	"0.5"	16	4.5	3	"ha2.png"	1
"212"	"1A"	"p1229"	"high"	"0.5"	21	9.5	3	"ha3.png"	1
"213"	"1A"	"p1229"	"high"	"0.5"	22	10.5	3	"hb1.png"	1
"214"	"1A"	"p1229"	"high"	"0.5"	23	11.5	3	"hb1.png"	1
"215"	"1A"	"p1229"	"high"	"0.5"	19	7.5	3	"hb2.png"	1
"216"	"1A"	"p1229"	"high"	"0.5"	20	8.5	3	"hb3.png"	1
"217"	"1A"	"p1213"	"low"	"-0.5"	2	-9.5	1	"ha1.png"	0
"218"	"1A"	"p1213"	"low"	"-0.5"	6	-5.5	1	"ha1.png"	1
"219"	"1A"	"p1213"	"low"	"-0.5"	5	-6.5	1	"ha2.png"	1
"220"	"1A"	"p1213"	"low"	"-0.5"	7	-4.5	1	"ha3.png"	0
"221"	"1A"	"p1213"	"low"	"-0.5"	3	-8.5	1	"hb1.png"	1
"222"	"1A"	"p1213"	"low"	"-0.5"	4	-7.5	1	"hb1.png"	1
"223"	"1A"	"p1213"	"low"	"-0.5"	1	-10.5	1	"hb2.png"	0
"224"	"1A"	"p1213"	"low"	"-0.5"	0	-11.5	1	"hb3.png"	0
"225"	"1A"	"p1213"	"low"	"-0.5"	15	3.5	2	"ha1.png"	1
"226"	"1A"	"p1213"	"low"	"-0.5"	12	0.5	2	"ha1.png"	1
"227"	"1A"	"p1213"	"low"	"-0.5"	11	-0.5	2	"ha2.png"	1
"228"	"1A"	"p1213"	"low"	"-0.5"	8	-3.5	2	"ha3.png"	1
"229"	"1A"	"p1213"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"230"	"1A"	"p1213"	"low"	"-0.5"	10	-1.5	2	"hb1.png"	1
"231"	"1A"	"p1213"	"low"	"-0.5"	14	2.5	2	"hb2.png"	1
"232"	"1A"	"p1213"	"low"	"-0.5"	9	-2.5	2	"hb3.png"	1
"233"	"1A"	"p1213"	"low"	"-0.5"	20	8.5	3	"ha1.png"	1
"234"	"1A"	"p1213"	"low"	"-0.5"	23	11.5	3	"ha1.png"	1
"235"	"1A"	"p1213"	"low"	"-0.5"	19	7.5	3	"ha2.png"	1
"236"	"1A"	"p1213"	"low"	"-0.5"	17	5.5	3	"ha3.png"	1
"237"	"1A"	"p1213"	"low"	"-0.5"	22	10.5	3	"hb1.png"	1
"238"	"1A"	"p1213"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"239"	"1A"	"p1213"	"low"	"-0.5"	21	9.5	3	"hb2.png"	1
"240"	"1A"	"p1213"	"low"	"-0.5"	18	6.5	3	"hb3.png"	1
"241"	"1A"	"p1233"	"high"	"0.5"	3	-8.5	1	"ha1.png"	1
"242"	"1A"	"p1233"	"high"	"0.5"	1	-10.5	1	"ha1.png"	1
"243"	"1A"	"p1233"	"high"	"0.5"	5	-6.5	1	"ha2.png"	1
"244"	"1A"	"p1233"	"high"	"0.5"	4	-7.5	1	"ha3.png"	0
"245"	"1A"	"p1233"	"high"	"0.5"	0	-11.5	1	"hb1.png"	0
"246"	"1A"	"p1233"	"high"	"0.5"	6	-5.5	1	"hb1.png"	1
"247"	"1A"	"p1233"	"high"	"0.5"	7	-4.5	1	"hb2.png"	1
"248"	"1A"	"p1233"	"high"	"0.5"	2	-9.5	1	"hb3.png"	0
"249"	"1A"	"p1233"	"high"	"0.5"	11	-0.5	2	"ha1.png"	1
"250"	"1A"	"p1233"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"251"	"1A"	"p1233"	"high"	"0.5"	10	-1.5	2	"ha2.png"	1
"252"	"1A"	"p1233"	"high"	"0.5"	8	-3.5	2	"ha3.png"	1
"253"	"1A"	"p1233"	"high"	"0.5"	12	0.5	2	"hb1.png"	1
"254"	"1A"	"p1233"	"high"	"0.5"	15	3.5	2	"hb1.png"	1
"255"	"1A"	"p1233"	"high"	"0.5"	9	-2.5	2	"hb2.png"	1
"256"	"1A"	"p1233"	"high"	"0.5"	13	1.5	2	"hb3.png"	1
"257"	"1A"	"p1233"	"high"	"0.5"	18	6.5	3	"ha1.png"	1
"258"	"1A"	"p1233"	"high"	"0.5"	22	10.5	3	"ha1.png"	1
"259"	"1A"	"p1233"	"high"	"0.5"	21	9.5	3	"ha2.png"	1
"260"	"1A"	"p1233"	"high"	"0.5"	19	7.5	3	"ha3.png"	1
"261"	"1A"	"p1233"	"high"	"0.5"	20	8.5	3	"hb1.png"	1
"262"	"1A"	"p1233"	"high"	"0.5"	17	5.5	3	"hb1.png"	1
"263"	"1A"	"p1233"	"high"	"0.5"	23	11.5	3	"hb2.png"	1
"264"	"1A"	"p1233"	"high"	"0.5"	16	4.5	3	"hb3.png"	1
"265"	"1A"	"p1245"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	0
"266"	"1A"	"p1245"	"low"	"-0.5"	0	-11.5	1	"ha1.png"	1
"267"	"1A"	"p1245"	"low"	"-0.5"	3	-8.5	1	"ha2.png"	1
"268"	"1A"	"p1245"	"low"	"-0.5"	6	-5.5	1	"ha3.png"	1
"269"	"1A"	"p1245"	"low"	"-0.5"	7	-4.5	1	"hb1.png"	1
"270"	"1A"	"p1245"	"low"	"-0.5"	5	-6.5	1	"hb1.png"	1
"271"	"1A"	"p1245"	"low"	"-0.5"	2	-9.5	1	"hb2.png"	0
"272"	"1A"	"p1245"	"low"	"-0.5"	1	-10.5	1	"hb3.png"	0
"273"	"1A"	"p1245"	"low"	"-0.5"	8	-3.5	2	"ha1.png"	1
"274"	"1A"	"p1245"	"low"	"-0.5"	10	-1.5	2	"ha1.png"	1
"275"	"1A"	"p1245"	"low"	"-0.5"	15	3.5	2	"ha2.png"	0
"276"	"1A"	"p1245"	"low"	"-0.5"	14	2.5	2	"ha3.png"	0
"277"	"1A"	"p1245"	"low"	"-0.5"	12	0.5	2	"hb1.png"	1
"278"	"1A"	"p1245"	"low"	"-0.5"	13	1.5	2	"hb1.png"	1
"279"	"1A"	"p1245"	"low"	"-0.5"	11	-0.5	2	"hb2.png"	0
"280"	"1A"	"p1245"	"low"	"-0.5"	9	-2.5	2	"hb3.png"	1
"281"	"1A"	"p1245"	"low"	"-0.5"	23	11.5	3	"ha1.png"	1
"282"	"1A"	"p1245"	"low"	"-0.5"	18	6.5	3	"ha1.png"	1
"283"	"1A"	"p1245"	"low"	"-0.5"	21	9.5	3	"ha2.png"	1
"284"	"1A"	"p1245"	"low"	"-0.5"	22	10.5	3	"ha3.png"	0
"285"	"1A"	"p1245"	"low"	"-0.5"	16	4.5	3	"hb1.png"	1
"286"	"1A"	"p1245"	"low"	"-0.5"	17	5.5	3	"hb1.png"	1
"287"	"1A"	"p1245"	"low"	"-0.5"	20	8.5	3	"hb2.png"	0
"288"	"1A"	"p1245"	"low"	"-0.5"	19	7.5	3	"hb3.png"	0
"289"	"1A"	"p1321"	"high"	"0.5"	4	-7.5	1	"ha1.png"	1
"290"	"1A"	"p1321"	"high"	"0.5"	6	-5.5	1	"ha1.png"	1
"291"	"1A"	"p1321"	"high"	"0.5"	2	-9.5	1	"ha2.png"	1
"292"	"1A"	"p1321"	"high"	"0.5"	0	-11.5	1	"ha3.png"	1
"293"	"1A"	"p1321"	"high"	"0.5"	1	-10.5	1	"hb1.png"	0
"294"	"1A"	"p1321"	"high"	"0.5"	5	-6.5	1	"hb1.png"	1
"295"	"1A"	"p1321"	"high"	"0.5"	7	-4.5	1	"hb2.png"	1
"296"	"1A"	"p1321"	"high"	"0.5"	3	-8.5	1	"hb3.png"	0
"297"	"1A"	"p1321"	"high"	"0.5"	8	-3.5	2	"ha1.png"	1
"298"	"1A"	"p1321"	"high"	"0.5"	14	2.5	2	"ha1.png"	1
"299"	"1A"	"p1321"	"high"	"0.5"	13	1.5	2	"ha2.png"	1
"300"	"1A"	"p1321"	"high"	"0.5"	15	3.5	2	"ha3.png"	1
"301"	"1A"	"p1321"	"high"	"0.5"	11	-0.5	2	"hb1.png"	1
"302"	"1A"	"p1321"	"high"	"0.5"	12	0.5	2	"hb1.png"	1
"303"	"1A"	"p1321"	"high"	"0.5"	10	-1.5	2	"hb2.png"	1
"304"	"1A"	"p1321"	"high"	"0.5"	9	-2.5	2	"hb3.png"	1
"305"	"1A"	"p1321"	"high"	"0.5"	18	6.5	3	"ha1.png"	1
"306"	"1A"	"p1321"	"high"	"0.5"	21	9.5	3	"ha1.png"	1
"307"	"1A"	"p1321"	"high"	"0.5"	23	11.5	3	"ha2.png"	1
"308"	"1A"	"p1321"	"high"	"0.5"	16	4.5	3	"ha3.png"	1
"309"	"1A"	"p1321"	"high"	"0.5"	22	10.5	3	"hb1.png"	1
"310"	"1A"	"p1321"	"high"	"0.5"	19	7.5	3	"hb1.png"	1
"311"	"1A"	"p1321"	"high"	"0.5"	17	5.5	3	"hb2.png"	1
"312"	"1A"	"p1321"	"high"	"0.5"	20	8.5	3	"hb3.png"	1
"313"	"1A"	"p1254"	"low"	"-0.5"	3	-8.5	1	"ha1.png"	1
"314"	"1A"	"p1254"	"low"	"-0.5"	4	-7.5	1	"ha1.png"	1
"315"	"1A"	"p1254"	"low"	"-0.5"	5	-6.5	1	"ha2.png"	1
